date,code,year,month,day,rcc,gcc
2019-05-13 00:00:00,jir011,2019,5,13,0.348492314909413,0.3822921503051546
2019-05-13 00:00:00,jir011,2019,5,13,0.3584557401760447,0.3799772134336911
2019-05-13 00:00:00,jir011,2019,5,13,0.3467399111395226,0.3914291475961474
2019-05-13 00:00:00,jir011,2019,5,13,0.3503194590116435,0.3815414843433989
2019-05-13 00:00:00,jir011,2019,5,13,0.3467211622265014,0.3733995561473115
2019-05-13 00:00:00,jir011,2019,5,13,0.3626710198791868,0.3742123654536438
2019-05-14 00:00:00,jir011,2019,5,14,0.3673446966116908,0.3713041172893504
2019-05-14 00:00:00,jir011,2019,5,14,0.3644850605054737,0.3689530117425565
2019-05-14 00:00:00,jir011,2019,5,14,0.3533480315906275,0.3736692640164046
2019-05-14 00:00:00,jir011,2019,5,14,0.3501245740026263,0.3815847884371807
2019-05-14 00:00:00,jir011,2019,5,14,0.3477080146819253,0.3815176587130572
2019-05-14 00:00:00,jir011,2019,5,14,0.3639977003321212,0.4009629716127545
2019-05-14 00:00:00,jir011,2019,5,14,0.3490770854645005,0.3878184799855306
2019-05-14 00:00:00,jir011,2019,5,14,0.3556349105422152,0.4010889250537947
2019-05-14 00:00:00,jir011,2019,5,14,0.3496480744597708,0.3853983168170995
2019-05-14 00:00:00,jir011,2019,5,14,0.3533203574067728,0.3912488889606413
2019-05-14 00:00:00,jir011,2019,5,14,0.3380858858058319,0.3718214955856687
2019-05-15 00:00:00,jir011,2019,5,15,0.3553909692637985,0.3719220146275476
2019-05-15 00:00:00,jir011,2019,5,15,0.3545097784801577,0.368332943276475
2019-05-15 00:00:00,jir011,2019,5,15,0.3600817294449046,0.3867810049805118
2019-05-15 00:00:00,jir011,2019,5,15,0.3508284203285168,0.3879776545798336
2019-05-15 00:00:00,jir011,2019,5,15,0.3494929443156306,0.392419569112902
2019-05-15 00:00:00,jir011,2019,5,15,0.3604892030741521,0.4071335346230018
2019-05-15 00:00:00,jir011,2019,5,15,0.356418536573662,0.4108103752054711
2019-05-15 00:00:00,jir011,2019,5,15,0.3544067095366017,0.4045631330150425
2019-05-15 00:00:00,jir011,2019,5,15,0.3577587151168759,0.4068535338010792
2019-05-15 00:00:00,jir011,2019,5,15,0.350537661737578,0.3937987912036507
2019-05-15 00:00:00,jir011,2019,5,15,0.3492438251561479,0.3918431279475481
2019-05-16 00:00:00,jir011,2019,5,16,0.3524739051740549,0.3699965520432416
2019-05-16 00:00:00,jir011,2019,5,16,0.3550871474526947,0.3711733584083104
2019-05-16 00:00:00,jir011,2019,5,16,0.3549132970059704,0.393162714484249
2019-05-16 00:00:00,jir011,2019,5,16,0.3541607095070661,0.4038138605076275
2019-05-16 00:00:00,jir011,2019,5,16,0.3517273188385361,0.4104349836032882
2019-05-16 00:00:00,jir011,2019,5,16,0.3502225445025258,0.4053459828549778
2019-05-16 00:00:00,jir011,2019,5,16,0.3480986224857167,0.4114370545246485
2019-05-16 00:00:00,jir011,2019,5,16,0.3571555789515119,0.4083457844391117
2019-05-16 00:00:00,jir011,2019,5,16,0.3641013519398028,0.4077658164451797
2019-05-16 00:00:00,jir011,2019,5,16,0.3578311304368871,0.4065844448757282
2019-05-16 00:00:00,jir011,2019,5,16,0.3651216695964628,0.3996330031715124
2019-05-17 00:00:00,jir011,2019,5,17,0.3545813276262928,0.3785284293843466
2019-05-17 00:00:00,jir011,2019,5,17,0.3532190651111542,0.3721118305783604
2019-05-17 00:00:00,jir011,2019,5,17,0.3592007341369172,0.4057427098798168
2019-05-17 00:00:00,jir011,2019,5,17,0.3562041639963883,0.4167840667045936
2019-05-17 00:00:00,jir011,2019,5,17,0.3496716530197342,0.3959223956848217
2019-05-17 00:00:00,jir011,2019,5,17,0.3600055305727887,0.4209974442562625
2019-05-17 00:00:00,jir011,2019,5,17,0.3633527613479195,0.4263797708318079
