,0
1,0.21445343115419951
9,0.2143428255857516
17,0.21420501855276855
25,0.21403334606805063
33,0.2138195257690809
41,0.2135532717339031
49,0.21322182196760392
57,0.21280936152399377
65,0.21229633269624054
73,0.21165894603233806
81,0.21087914273861913
89,0.21027987506698742
97,0.2205110042155361
105,0.40259903310580175
113,0.6000499350639692
121,0.6113147013730901
129,0.6089383580703942
137,0.605476218097089
145,0.601226872980335
153,0.5960564519101054
161,0.5898011592284302
169,0.5822845182933463
177,0.573325418820451
185,0.5627500840680422
193,0.5504088725579085
201,0.5361976435471455
209,0.5200820971386003
217,0.5021218134562736
225,0.4824890826422256
233,0.4614767851102557
241,0.43949038040558025
249,0.41702192632370344
257,0.39460850408504633
265,0.3727819824226577
273,0.35201980294323
281,0.3327061376225865
289,0.3151095143121109
297,0.29937831510852714
305,0.28555132933082683
313,0.2735780943918954
321,0.2633433456391312
329,0.2546909607670818
337,0.2474444795960171
345,0.24142291289159215
353,0.2364517591150458
361,0.23236984930057183
366,0.21193512503304576
374,0.21193109125023593
382,0.2119256475801103
390,0.21191830369006096
398,0.21190841006068534
406,0.21189516028242716
414,0.21187786954228943
422,0.21185793569303468
430,0.21185061030449134
438,0.21195334583664413
446,0.21273767850947545
454,0.21742530969214233
462,0.2420262801445324
470,0.32920340046565094
478,0.44554462517462384
486,0.4938895005245719
494,0.504105227873028
502,0.505539184722245
510,0.5052242705811747
518,0.5044091319630942
526,0.5032485115889117
534,0.5016848834450612
542,0.49959887432487954
550,0.4968302203373686
558,0.4931767468784589
566,0.48839171971862466
574,0.48218578719323796
582,0.47423849688711195
590,0.4642249752006549
598,0.451862726637155
606,0.43697942201538803
614,0.4195933630477685
622,0.39998514158304826
630,0.3787283548020838
638,0.3566500530229138
646,0.33471495512651633
654,0.31386324038609714
662,0.2948568541299642
670,0.278184499656666
678,0.26404461807062096
686,0.2523915696980783
694,0.24301286078624035
702,0.23560751057180643
710,0.22984806543597563
718,0.22542116949616106
726,0.22204922807669675
731,0.21216408448672253
739,0.2121640292516543
747,0.21216394383930545
