,0
1,0.1981768976190634
9,0.19809337414476375
17,0.19798845943098814
25,0.1978566915213788
33,0.19769122339736167
41,0.19748347730383092
49,0.19722271644388129
57,0.19689552329322485
65,0.1964852888243372
73,0.1959738190168802
81,0.19538124620144778
89,0.19545792093352343
97,0.2088789733816307
105,0.3516780587968799
113,0.545896710378638
121,0.5715881692478909
129,0.5709162785186633
137,0.5680077664193073
145,0.5642963360489166
153,0.5597295009523862
161,0.5541490353294615
169,0.5473757368832307
177,0.5392208486942457
185,0.5294975714260105
193,0.5180377791719205
201,0.5047142919810725
209,0.4894674283460632
217,0.4723325700403073
225,0.4534633421544095
233,0.4331436149842524
241,0.41178199198816545
249,0.3898855134993306
257,0.36801461323849954
265,0.34672712739944656
273,0.3265228483674735
281,0.3077999263961404
289,0.2908304482841821
297,0.2757566988031318
305,0.26260445130190085
313,0.2513068091438054
321,0.24173187067969312
329,0.23370899804628267
337,0.2270506150013445
345,0.22156839458917527
353,0.21708403238982094
361,0.21343550564275646
366,0.19647888570271474
374,0.19647780896405348
382,0.1964762948629495
390,0.1964741947228866
398,0.19647140385098258
406,0.1964682170079399
414,0.19646690612526096
422,0.19647845118966267
430,0.19655087536890953
438,0.19688769174108214
446,0.1983365078200419
454,0.20430530556622833
462,0.22680278542454252
470,0.29092992566872955
478,0.3866202330569135
486,0.4471676581920485
494,0.4676568096673086
502,0.4728319577584022
510,0.47377168616729237
518,0.47353408275669645
526,0.4728239045225288
534,0.47173565502844944
542,0.4701883102055162
550,0.46802198408939566
558,0.46501154882026435
566,0.46086125551767854
574,0.45519958874238653
582,0.4475858529940988
590,0.43754147951112776
598,0.4246205192832284
606,0.4085278852491834
614,0.3892729557660909
622,0.36730967797203706
630,0.3435822412751184
638,0.31940750814071617
646,0.2962034392920551
654,0.27517198894599004
662,0.25707741114140065
670,0.2421943786899322
678,0.23039926741736344
686,0.22132360121200803
694,0.2144979139884333
702,0.20945198505285298
710,0.2057690083881331
718,0.20310577932699178
726,0.20119290290723277
731,0.19698030661884264
739,0.1969802988269568
747,0.19698028598575662
755,0.19698026482317635
763,0.19698022994680112
771,0.1969801724702275
779,0.1969800777570665
787,0.19697992186610808
795,0.19697966910972062
803,0.19697933961837633
811,0.1969806205824446
819,0.19702094156327368
827,0.1978854759524445
835,0.21500328372837768
843,0.37372256646237245
851,0.5017875617559794
859,0.5126931235768452
867,0.5132108277060884
875,0.5131986824435472
883,0.5131373091248818
891,0.5130342435456421
899,0.512864441625752
907,0.5125849975618091
915,0.5121255445588335
923,0.5113712677224667
931,0.5101360501192509
939,0.5081214265974245
947,0.5048572492044672
955,0.499624715132333
963,0.4913788980644525
971,0.4787279129707357
979,0.46009435776104446
987,0.4342352344869597
995,0.40116377279315185
1003,0.36302075106224935
1011,0.3239358342843184
1019,0.288451144966614
1027,0.25960453389746024
1035,0.23818786178824858
1043,0.22333455401345478
1051,0.21351338853296184
1059,0.20722289349828865
1067,0.2032755434844588
1075,0.20083031351267805
1083,0.1993276833466436
1091,0.19840883963417383
1096,0.19720708445146612
1104,0.19720399598278698
1112,0.19719978050009568
1120,0.19719402678993433
1128,0.19718617364268573
1136,0.19717545522032853
1144,0.19716082708309307
1152,0.1971408719427104
1160,0.1971137516586268
1168,0.19707811872856626
1176,0.19704621540711242
1184,0.19720548749854386
1192,0.19986042588484484
1200,0.22986963464934568
1208,0.3892701215378558
1216,0.5157664653211605
1224,0.5337386685340417
1232,0.5348955653065466
1240,0.5344233315606802
1248,0.5336121788119642
1256,0.532497434920643
1264,0.5309866116425147
1272,0.5289461777771962
1280,0.5262010330468858
1288,0.5225265859152497
1296,0.5176416750053628
1304,0.5112060923164846
1312,0.5028280128657713
1320,0.4920886976423254
1328,0.47859261640922807
1336,0.462047985273569
1344,0.4423724745969719
1352,0.41980075765160924
1360,0.3949511897329409
1368,0.3688040504989827
1376,0.3425691983212161
1384,0.3174726197026399
1392,0.29453699428060687
1400,0.2744349636359708
1408,0.2574522825418866
1416,0.24354480082923954
1424,0.2324432267284471
1432,0.22376097399322065
1440,0.21707886414126362
1448,0.21199933836951462
1456,0.20817423354976544
1461,0.19833513336186936
1469,0.19833513336206698
1477,0.19833513336374348
1485,0.19833513337796924
1493,0.19833513349868168
1501,0.1983351345229836
1509,0.1983351432146669
1517,0.1983352169676668
1525,0.19833584279507693
1533,0.1983411531282672
1541,0.19838620611934588
1549,0.19876794949983304
1557,0.20196793272488
1565,0.22656228667389233
1573,0.33796581382608065
1581,0.459380869740414
1589,0.48918562596522724
1597,0.4931524787330554
1605,0.4936271052482307
1613,0.4936831399439194
1621,0.49368974491060363
1629,0.4936905231497199
1637,0.4936906141646382
1645,0.49369062193799945
1653,0.4936906103939965
1661,0.4936905564518128
1669,0.4936903281992099
1677,0.49368936490075105
1685,0.4936852998259692
1693,0.49366814637452666
1701,0.4935957804659295
1709,0.49329078533956905
1717,0.4920106108465612
1725,0.48672844795831066
1733,0.4663828537606938
1741,0.40488889504538633
1749,0.303284284218991
1757,0.23245558674476585
1765,0.2072021271252761
1773,0.20048556931916933
1781,0.19884756014595778
1789,0.19845672199573836
1797,0.19836395477466007
1805,0.19834196356230677
1813,0.19833675191497233
1821,0.19833551690533843
1826,0.2008921522054019
1834,0.20040706915330925
1842,0.19983764625799585
1850,0.1991710223544985
1858,0.19839557035269706
1866,0.19750796620966918
1874,0.19653536751653794
1882,0.19560346987056595
1890,0.1951423725625209
1898,0.19649398721774464
1906,0.20358128251598853
1914,0.2265270017496804
1922,0.28360382305449
1930,0.38050649621810795
1938,0.475860314110766
1946,0.5298199114290203
1954,0.549340847064849
1962,0.5525054088683461
1970,0.5490954932981849
1978,0.5428548339996417
1986,0.5350413362015372
1994,0.526043332425837
